Time,R1,R2,R3,R4,Ave,SD
232,980.217,967.722,966.643,944.293,964.71875,14.94578274
232.5,980.154,967.654,967.139,944.151,964.7745,15.00822167
233,980.066,967.466,967.41,944.047,964.74725,15.02937447
233.5,980.039,967.378,967.598,943.906,964.73025,15.09129754
234,980.248,967.627,967.785,943.789,964.86225,15.24236944
234.5,980.256,970.476,967.844,943.588,965.541,15.57908286
235,980.616,972.298,968.067,943.539,966.13,15.93731125
235.5,980.826,973.853,968.309,943.534,966.6305,16.22695701
236,980.9 J,978.175,968.421,943.487,963.361,17.88901998
236.5,980.993,981.472,968.55,943.337,968.588,17.86519825
237,980.876,983.077,968.522,943.284,968.93975,18.26406239
237.5,980.79,984.211,968.701,943.225,969.23175,18.5706203
238,980.682,985.027,969.142,943.231,969.5205,18.76443175
238.5,980.633,985.69,969.724,943.035,969.7705,19.0281678
239,980.488,986.35,970.51,942.856,970.051,19.27318583
239.5,980.362,988.028,970.884,942.719,970.49825,19.80253547
240,980.365,989.318,971.237,942.523,970.86075,20.28275528
240.5,980.244,990.451,971.427,942.478,971.15,20.63483907
241,980.279,991.447,971.447,942.459,971.408,20.96268338
241.5,980.231,992.425,971.524,942.328,971.627,21.33094489
242,980.27,993.117,971.481,942.269,971.78425,21.58962806
242.5,980.154,993.814,971.59,942.111,971.91725,21.87716727
243,980.165,994.535,971.626,942.047,972.09325,22.14934726
243.5,980.102,995.031,971.58,942.027,972.185,22.31956984
244,980.174,995.342,971.686,942.105,972.32675,22.39825736
244.5,980.036,995.915,971.72,942.051,972.4305,22.60371799
245,979.993,996.353,971.87,941.904,972.53,22.81533968
245.5,979.982,997.203,971.818,941.968,972.74275,23.08427293
246,979.955,997.711,971.967,941.866,972.87475,23.30476232
246.5,979.786,998.181,971.982,941.839,972.947,23.46746376
247,979.744,998.587,972.065,941.928,973.081,23.56899991
247.5,979.594,999.085,972.475,941.982,973.284,23.7063802
248,979.563,999.688,973.63,942.194,973.76875,23.82131359
248.5,979.574,1000.25,974.046,942.196,974.0165,24.0251772
249,979.557,1001.1,974.281,942.01,974.237,24.41655609
249.5,979.492,1001.56,974.467,942.255,974.4435,24.47374109
250,979.516,1001.91,974.52,942.21,974.539,24.62455937
