Time,R1,R2,R3,R4,Ave,SD
202,980.621,969.499,950.53,949.819,962.61725,15.07083622
202.5,980.889,969.649,950.523,949.738,962.69975,15.2252104
203,980.903,969.831,950.419,949.646,962.69975,15.31263364
203.5,980.943,969.868,950.312,949.532,962.66375,15.39524585
204,980.896,969.914,950.328,949.375,962.62825,15.42441386
204.5,981.196,969.843,950.261,949.149,962.61225,15.6146511
205,981.236,969.657,950.105,949.037,962.50875,15.67533554
205.5,981.511,969.586,949.929,949.067,962.52325,15.81247276
206,981.367,969.637,949.789,948.874,962.41675,15.85465371
206.5,981.319,969.566,949.71,948.764,962.33975,15.87705045
207,981.366,969.484,949.638,948.727,962.30375,15.91304212
207.5,981.263,969.524,949.518,948.652,962.23925,15.93125032
208,981.257,969.67,949.519,948.837,962.32075,15.89852568
208.5,981.29,969.678,949.303,948.604,962.21875,16.0367391
209,981.228,969.723,949.237,948.499,962.17175,16.06667245
209.5,981.219,969.702,949.145,948.464,962.1325,16.09445931
210,981.116,969.662,949.23,948.442,962.1125,16.03090078
210.5,981.093,969.666,950.24,948.373,962.343,15.77796288
211,981.198,969.737,951.112,948.359,962.6015,15.6162585
211.5,981.224,969.555,951.847,948.26,962.7215,15.45346737
212,981.101,969.231,952.529,948.177,962.7595,15.2272056
212.5,981.09,969.199,953.258,948.115,962.9155,15.07886964
213,981.077,969.078,953.941,948.065,963.04025,14.93132321
213.5,980.882,969.079,954.519,948.004,963.121,14.75882762
214,980.84,969.015,955.266,947.907,963.257,14.62640345
214.5,980.78,968.959,955.686,947.729,963.2885,14.58313168
215,980.696,968.77,956.281,947.75,963.37425,14.41744921
215.5,980.7 J,968.642,956.812,947.739,957.731,10.48175906
216,980.666,968.52,957.215,947.603,963.501,14.2838812
216.5,980.56,968.387,957.638,947.39,963.49375,14.24571698
217,980.491,968.301,958.23,947.249,963.56775,14.18441895
217.5,980.524,968.184,958.553,947.166,963.60675,14.17724955
218,980.427,968.211,958.914,946.967,963.62975,14.17769369
218.5,980.417,968.353,959.301,946.8,963.71775,14.21347294
219,980.481,968.348,959.745,946.693,963.81675,14.23647214
219.5,980.423,968.301,960.22,946.536,963.87,14.22937837
220,980.373,968.367,960.522,946.591,963.96325,14.16933521
220.5,980.325,968.354,961.1 J,946.511,965.0633333,17.14549545
221,980.368,968.459,961.432,946.398,964.16425,14.19050411
221.5,980.274,968.26,961.796,946.426,964.189,14.10142882
222,980.349,968.451,961.96,946.332,964.273,14.17889171
222.5,980.256,968.633,962.215,946.177,964.32025,14.21451768
223,980.496,968.709,962.388,946.176,964.44225,14.30389081
223.5,980.575,968.812,962.616,946.025,964.507,14.39761385
224,980.755,968.8 J,962.888,945.983,963.2086667,17.38821774
224.5,980.789,968.737,963.136,945.859,964.63025,14.5208265
225,980.889,968.713,963.279,945.746,964.65675,14.59970051
225.5,981.052,968.765,963.428,945.611,964.714,14.7186871
226,981.122,968.917,963.781,945.462,964.8205,14.81387072
226.5,981.044,968.779,964.256,945.482,964.89025,14.75520763
227,981.014,968.677,964.42,945.401,964.878,14.76895607
227.5,981.01,968.478,964.494,945.214,964.799,14.83236115
228,980.776,968.437,964.701,945.156,964.7675,14.76880335
228.5,980.668,968.39,964.818,945.033,964.72725,14.78056118
229,980.658,968.319,965.023,944.861,964.71525,14.8486166
229.5,980.531,968.232,965.162,944.763,964.672,14.84126973
230,980.395,968.245,965.308,944.65,964.6495,14.84657102
230.5,980.279,968.054,965.613,944.635,964.64525,14.8029317
231,980.263,967.972,965.991,944.4,964.6565,14.9070684
231.5,980.332,967.933,966.25,944.401,964.729,14.93608885
