Time,R1,R2,R3,R4,Ave,SD
219,529.139,528.923,544.1,543.907,536.51725,8.645185727
219.5,529.113,528.939,544.233,544.056,536.58525,8.729258173
220,529.118,528.871,544.336,544.05,536.59375,8.776214156
220.5,529.179,528.867,544.317,544.102,536.61625,8.769294285
221,529.117,528.81,544.231,544.201,536.58975,8.806935349
221.5,529.131,528.75,544.234,544.331,536.6115,8.859161905
222,529.059,528.8,544.217,544.484,536.64,8.904613523
222.5,529.049,528.948,544.168,544.712,536.71925,8.918015301
223,529.049,529.21,544.141,544.774,536.7935,8.853641228
223.5,529.021,529.568,544.118,544.862,536.89225,8.781222253
224,528.973,529.639,544.095,544.985,536.923,8.807053688
224.5,528.965,529.694,543.948,545.16,536.94175,8.808813631
225,528.91,529.72,543.89,545.159,536.91975,8.802691269
225.5,528.868,529.764,543.889,545.095,536.904,8.783309968
226,528.826,529.79,543.866,545.005,536.87175,8.75508547
226.5,528.935,529.728,543.954,544.957,536.8935,8.747434005
227,528.902,529.69,543.882,544.989,536.86575,8.758379925
227.5,528.951,529.663,543.861,544.906,536.84525,8.719715912
228,528.943,529.625,543.863,544.905,536.834,8.732801078
228.5,528.862,529.632,543.668,544.821,536.74575,8.67729145
229,528.856,529.742,543.643,544.725,536.7415,8.612802196
229.5,528.836,529.771,543.6,544.702,536.72725,8.592488401
230,528.877,529.778,543.573,544.74,536.742,8.582658601
230.5,528.837,529.827,543.572,544.786,536.7555,8.595742299
231,528.796,529.921,543.496,544.695,536.727,8.534845869
231.5,528.717,529.953,543.441,544.674,536.69625,8.529869064
232,528.704,530.044,543.356,544.706,536.7025,8.497778121
232.5,528.711,529.975,543.23,544.73,536.6615,8.488533776
233,528.636,529.96,543.184,544.641,536.60525,8.475877983
