Time,R1,R2,R3,R4,Ave,SD
232.5,741.978,744.792,740.953,740.436,742.03975,1.943513378
233,742.075,744.984,741.163,740.403,742.15625,2.005259979
233.5,742.125,744.97,740.843,740.41,742.087,2.055318142
234,742.104,745.017,741.065,740.536,742.1805,2.000025417
234.5,742.241,744.76,741.046,740.437,742.121,1.912258874
235,742.188,744.904,741.12,740.484,742.174,1.951077651
235.5,742.181,744.654,740.975,740.671,742.12025,1.810663115
236,742.28,744.613,740.932,740.396,742.05525,1.880372193
236.5,742.252,744.46,740.802,740.378,741.973,1.841944263
237,742.194,744.441,740.752,740.548,741.98375,1.794516532
237.5,742.363,744.489,740.735,740.428,742.00375,1.861741367
238,742.47,744.351,740.787,740.424,742.008,1.79842431
238.5,742.321,744.365,740.782,740.268,741.934,1.84048816
239,742.41,744.145,740.884,740.41,741.96225,1.686908489
239.5,742.431,744.091,740.737,740.539,741.9495,1.66107706
240,742.314,744.186,740.834,740.474,741.952,1.688807074
240.5,742.383,744.186,740.575,740.392,741.884,1.778365354
241,742.263,744.433,740.578,740.287,741.89025,1.905862075
241.5,742.159,744.174,740.649,740.326,741.827,1.756826495
242,742.299,744.308,740.647,740.356,741.9025,1.81765279
242.5,742.402,744.283,740.499,740.228,741.853,1.886817603
243,742.463,744.333,740.422,740.229,741.86175,1.9328158
243.5,742.619,744.417,740.419,740.192,741.91175,1.996857761
244,742.6,744.605,740.411,740.214,741.9575,2.069904748
244.5,742.676,744.426,740.209,739.966,741.81925,2.125763137
245,742.763,744.619,740.201,739.941,741.881,2.225651066
245.5,743.084,744.588,740.327,739.995,741.9985,2.212972737
246,742.974,744.838,740.283,740.087,742.0455,2.280518728
246.5,743.006,744.759,740.089,740.07,741.981,2.309364559
247,742.83,744.668,739.972,740.085,741.88875,2.275787538
247.5,742.714,744.733,739.88,740.163,741.8725,2.293689095
248,742.737,744.668,739.951,740.009,741.84125,2.289328049
248.5,742.724,744.425,739.904,739.998,741.76275,2.204606598
249,742.622,744.394,740.056,739.85,741.7305,2.177860954
249.5,742.91,744.362,739.962,739.778,741.753,2.254908424
250,742.816,744.504,739.954,739.742,741.754,2.30784806
