Time,R1,R2,R3,R4,Ave,SD
233.5,862.184,852.523,838.715,854.323,851.93625,9.761466467
234,862.009,852.726,838.865,854.584,852.046,9.659261083
234.5,861.971,852.581,838.927,854.847,852.0815,9.639166129
235,862.05,852.342,839.158,854.883,852.10825,9.562099573
235.5,862.015,852.358,839.178,854.863,852.1035,9.539147289
236,862.07,852.199,839.087,854.745,852.02525,9.586840716
236.5,862.014,852.188,839.065,854.675,851.9855,9.570519822
237,861.992,852.214,839.018,854.774,851.9995,9.593630856
237.5,861.945,852.312,838.959,854.788,852.001,9.606265143
238,861.988,852.833,838.821,854.704,852.0865,9.685414481
238.5,862.018,852.949,838.737,854.691,852.09875,9.736025348
239,862.588,852.959,838.788,854.825,852.29,9.920124226
239.5,862.753,853.136,838.67,854.809,852.342,10.03376018
240,862.762,853.025,838.749,855.139,852.41875,10.02683374
240.5,862.905,853.181,838.621,855.174,852.47025,10.14069627
241,862.99,853.292,838.643,855.349,852.5685,10.17811124
241.5,862.746,853.255,838.643,855.514,852.5395,10.11014251
242,862.761,853.41,838.659,855.474,852.576,10.1079354
242.5,862.652,853.498,838.742,855.368,852.565,10.02580331
243,862.537,853.754,838.655,855.127,852.51825,10.0149506
243.5,862.486,853.873,838.611,855.049,852.50475,10.01676855
244,862.424,854.22,838.478,855.024,852.5365,10.07349504
244.5,862.516,854.538,838.382,855.067,852.62575,10.17051065
245,862.503,854.402,838.484,854.915,852.576,10.09843206
245.5,862.559,854.368,838.264,854.828,852.50475,10.21038841
246,862.6,854.269,838.294,854.741,852.476,10.19754176
246.5,862.801,854.222,838.278,854.74,852.51025,10.26902054
247,862.594,854.09,838.303,854.655,852.4105,10.17486657
247.5,862.723,853.968,838.273,854.578,852.3855,10.21988136
248,862.676,853.935,838.068,854.79,852.36725,10.31287924
248.5,862.506,853.841,838.085,854.66,852.273,10.23344233
249,862.381,853.778,837.969,854.84,852.242,10.25713979
249.5,862.352,853.946,838.242,854.623,852.29075,10.11229237
250,862.33,854.034,838.419,854.679,852.3655,10.03215326
